指標個案還可上班、上課嗎?其他人不會被傳染嗎?,<br/>將心比心，若今天自己的孩子患有疾病，亦不希望孩子在學校遭受排擠，剝奪其就學、就業權，另一方面衛生單位也不希望有傳染性的病人繼續傳染給其他人。結核病是可以治癒的，只要規則服藥兩週後即不會傳染他人。而咳嗽配戴口罩，即降低傳染力，也可正常生活工作，持續規則服藥6到9個月絕大部份的結核病人都能痊癒。<br/><br/><br/><br/><br/>最後更新日期2021/3/12<br/><br/>,O
指標個案的現況如果已經是痰塗片及培養陰轉(沒有傳染力)且按規服藥治療者，還可上班、上課嗎?,<br/>指標個案已經無傳染性，不會再傳染給任何人，所以當然可以正常上班、上課，最重要的是鼓勵他們好好接受並在都治下完成治療，以保護個人及大家的健康。<br/><br/><br/><br/><br/>最後更新日期2021/3/12<br/><br/>,O
為何要在治療結核科門診提供愛滋病毒(HIV)檢驗?,<br/>HIV感染是潛伏結核感染(LTBI)進展為結核病之重要危險因子，且結核病是HIV感染者之常見共病及主要死亡原因，及早診斷HIV感染可作為結核病治療用藥之依據，提升治療成功率。<br/><br/><br/><br/><br/>最後更新日期2021/3/11<br/><br/>,O
醫療院所應何時執行HIV檢驗?,<br/>醫療院所對於結核病個案治療前評估，會抽血進行生化檢查，請向個案說明取得同意後，同時檢驗HIV，避免須多次抽血造成困擾。<br/><br/><br/><br/><br/>最後更新日期2021/3/11<br/><br/>,O
12歲以下兒童也可以檢驗嗎?,<br/>考量臺灣12歲以下兒童HIV感染情況稀少且治療期間不一定常規抽血，故可依個案狀況評估是否檢驗；倘評估兒童有HIV感染風險，可依臨床評估進行檢驗。<br/><br/><br/><br/><br/>最後更新日期2021/3/11<br/><br/>,O
個案須填寫同意書嗎?,<br/>在提供HIV檢驗及諮詢服務時，應讓個案瞭解檢驗及諮詢服務的目的及過程，並取得個案的同意後進行檢驗。同意的方式以口頭或書面同意均可。<br/><br/><br/><br/><br/>最後更新日期2021/3/11<br/><br/>,O
HIV是一種年輕人才會感染的疾病嗎?,<br/>HIV不是年輕人才會感染，只要有不安全性行為、共用針具或稀釋液等行為，就有感染的風險。<br/><br/><br/><br/><br/>最後更新日期2021/3/11<br/><br/>,O
個案拒絕怎麼辦?,<br/>部分個案剛被通報診斷結核病，心理衝擊很大，第一時間或許會拒絕檢查，且多數人都認為自己沒有感染HIV的風險。可以給個案一段時間適應及思考後，再與個案溝通，瞭解自己的免疫狀況，對治療有好處，鼓勵抽血檢查，並向個案說明會確保其隱私。<br/><br/><br/><br/><br/>最後更新日期2021/3/11<br/><br/>,O
若個案主訴無性行為，還需要檢驗嗎?,<br/>愛滋病毒感染未發病期間不會有症狀，一般會在感染後好幾年才發病，故目前沒有危險因子不代表未被感染，仍建議抽血檢驗以瞭解現在的免疫和健康狀況。<br/><br/><br/><br/><br/>最後更新日期2021/3/11<br/><br/>,O
當我向個案介紹並進行HIV檢驗時，會讓個案陷入視為愛滋感染者的窘境,<br/>HIV檢驗如同一般預防性保健服務(如：B、C肝炎檢驗)，係為使民眾瞭解自身健康狀況之檢查項目，個案無須將進行HIV檢驗者連結到道德譴責的刻板印象或歧視。<br/><br/><br/><br/><br/>最後更新日期2021/3/11<br/><br/>,O
如果個案推說”他沒有時間接受HIV檢驗”，該怎麼辦?,<br/>如果是臨床醫師，建議回診時併其他抽血檢驗一起進行；如果是公衛人員，除請個案到衛生所抽血外，也可以在例行的家庭訪視中提供檢驗服務。<br/><br/><br/><br/><br/>最後更新日期2021/3/12<br/><br/>,O
依據卡介苗仿單適用年齡，出生後即可接種，且國際間多採越早接種對避免結核性腦膜炎等狀況越好，在本次延後卡介苗適合接種年齡上，就防疫立場該如何向家屬說明? ,<br/>卡介苗問世迄今已逾百年，而百年前的結核病是種白色瘟疫，造成感染者大量死亡，卡介苗在當時的環境下效益很好，是結核病防治的首選項目。但隨著醫療科技發達及抗生素研發，卡介苗在現今結核病的防疫角色上已逐漸淡化。此外，我國是全球少數進行卡介苗不良反應主動監測的國家，就監測結果顯示，卡介苗骨髓炎個案的接種時間均為出生後3個月內，雖無法完全確認卡介苗骨髓炎是否與接種時間有關，但規劃透過延後卡介苗適合接種年齡，減少卡介苗骨髓炎案例。未來仍會持續監測，做為未來調整卡介苗政策的參考依據，以期在新疫苗完成開發以取代卡介苗之前，提供我國民眾最適切的資訊及建議。<br/><br/><br/><br/><br/><br/>最後更新日期2019/2/21<br/><br/>,O
當新生兒/嬰兒有結核病暴露史，該何時接種卡介苗? ,<br/>請參見下列流程圖。<br/><br/><br/><br/>附件<br/><br/>當新生兒-嬰兒有結核病暴露史該何時接種卡介苗流程圖.pdf<br/><br/><br/><br/><br/><br/><br/><br/>最後更新日期2019/7/11<br/><br/>,O
變更卡介苗適合接種年齡後，衛生單位宜何時提醒民眾攜嬰幼兒接種卡介苗(催種)? ,<br/>各縣市衛生主管機關提醒民眾的時間可能不盡相同，因此卡介苗適合接種年齡為出生滿5個月(建議接種時間為出生滿5-8個月)，催種時間原則上會在嬰幼兒出生滿4-12個月之間。<br/><br/><br/><br/><br/><br/>最後更新日期2019/2/21<br/><br/>,O
如果家屬希望在其他時間點上讓嬰幼兒接種卡介苗，是否要簽具切結書? ,<br/>家屬無須另外簽具切結書，僅需在「卡介苗接種敬告家長書」的回條上備註提早或延後接種卡介苗即可。<br/><br/><br/><br/><br/><br/>最後更新日期2019/2/21<br/><br/>,O
為什麼要將卡介苗適合接種年齡延後? ,<br/>接種卡介苗主要是為了避免幼童因感染結核菌發生嚴重結核病(例如：結核性腦膜炎等)，因此卡介苗接種是國際上多數國家採行的結核病防治策略。現階段我國尚未到達國際抗癆聯盟（IUATLD）卡介苗停止接種的標準，因此不建議全面停止接種卡介苗。但就我國卡介苗不良反應主動監測結果顯示，卡介苗骨髓炎個案接種時的月齡較小，雖無法完全確認卡介苗骨髓炎是否與接種時間有關，但規劃透過延後卡介苗適合接種年齡，減少卡介苗骨髓炎案例。<br/><br/><br/><br/><br/><br/>最後更新日期2019/2/21<br/><br/>,O
我家寶寶應何時接種卡介苗? ,<br/>延後卡介苗適合接種年齡自105年1月1日起實施，接種時間仍需視醫師及家屬之評估，原則性建議如下：<br/><br/>1.105年1月1日(含)以後出生或105年以前就出生但尚未接種卡介苗之嬰幼兒，適合接種年齡為出生滿5個月(建議接種時間為出生滿5-8個月)<br/><br/>2.104年12月31日(含)之前要接種卡介苗之嬰幼兒，原則上適合接種年齡為出生24小時後，但家屬可以選擇於出生滿5個月接種。若有結核病接觸史則另行評估(請見下題)。<br/><br/><br/><br/><br/><br/>最後更新日期2019/2/21<br/><br/>,O
如果我家寶寶是105年1月1日以前出生，但105年1月1日尚未接種卡介苗，應何時接種? ,<br/>適合接種年齡為出生滿5個月(建議接種時間為出生滿5-8個月)。<br/><br/><br/><br/><br/><br/>最後更新日期2019/2/21<br/><br/>,O
我家寶寶如果是結核病接觸者，應該何時接種卡介苗? ,<br/>分為下列2種情形說明：<br/><br/>1.嬰幼兒若經衛生主管機關(衛生局/衛生所)通知為結核病接觸者，需進行結核菌素測驗及胸部X光檢查，評估是否感染結核菌或已成為結核病人，衛生局將協助必要的治療轉介。<br/><br/> (1)經評估，是感染結核菌或結核病人：無須接種卡介苗。<br/><br/> (2)經評估，不是感染結核菌或結核病人：及早接種。<br/><br/>2.嬰幼兒若未受衛生主管機關通知為結核病接觸者，但家屬(或主要照顧者)自知與結核病患者有密切接觸，應主動與衛生主管機關聯繫或告知醫師，評估是否進行上述檢驗，並依相同原則規劃卡介苗接種時程。<br/><br/><br/><br/><br/><br/>最後更新日期2019/2/21<br/><br/>,O
更改了卡介苗適合接種年齡後，民眾可在哪裡接種疫苗? ,<br/>提供接種服務的醫療院所原則上不會因此變動，建議於接種前向當地衛生主管機關查詢，或至本署網站查詢(網址：https://www.cdc.gov.tw。路徑：首頁/預防接種/預防接種單位及諮詢資訊/各縣市預防接種單位<br/><br/><br/><br/><br/><br/>最後更新日期2019/6/11<br/><br/>,O
如果因為要出國或其他原因，想要提早接種卡介苗可不可以? ,<br/>可以，只要沒有其他接種卡介苗之禁忌症(例如：免疫機能不全等)，在醫師的評估下即可提早接種卡介苗。<br/><br/><br/><br/><br/><br/>最後更新日期2019/2/21<br/><br/>,O
家長因經商關係需經常性帶著初生嬰幼兒往返大陸及越南等地區，這些國家多為出生24小時以後及早接種，那麼該如何為嬰幼兒選擇接種時間? ,<br/>東亞及東南亞地區除了日本及新加坡以外，其他國家的結核病發生率均高於我國，且這些國家的卡介苗接種時間多為出生24小時後及早接種。因此，為維護嬰幼兒健康並符合經常性停留國家之卡介苗政策，此類幼童若無接種卡介苗之禁忌症(例如：免疫機能不全等)，家屬可考慮提早接種卡介苗。<br/><br/><br/><br/><br/><br/>最後更新日期2019/2/21<br/><br/>,O
延後卡介苗接種時間會有什麼風險? ,<br/>接種卡介苗主要是為了避免幼童因感染結核菌發生嚴重結核病(例如：結核性腦膜炎等)，此類疾病常造成不可逆的後遺症。而我國近年在公共衛生及醫療人員的共同努力下，結核病發生率已逐年降低，因此延後卡介苗適合接種年齡雖略為增加暴露結核菌的風險，但有感染風險的接觸者在地方衛生主管機關的建議下，將進行相關檢驗及必要的潛伏結核感染治療，可阻斷病程進展為結核病甚至結核性腦膜炎，可補強延後接種衍生的風險。<br/><br/><br/><br/><br/><br/>最後更新日期2019/2/21<br/><br/>,O
結核病的高危險群幼兒(例如：同住家屬有結核病人等)，是否要提早接種? ,<br/>結核菌的傳播與接觸的時間有高度的相關性，因此同住家屬有結核病患者時，嬰幼兒確實有較高的風險受感染，此時家屬可以考慮提前接種卡介苗。但因為嬰幼兒已是結核病接觸者，因此在接種卡介苗前須進行結核菌素測驗，以評估是否已受感染。<br/><br/><br/><br/><br/><br/>最後更新日期2019/2/21<br/><br/>,O
是否可以選擇不接種卡介苗? ,<br/>接種卡介苗主要是為了避免幼童因感染結核菌發生嚴重結核病(例如：結核性腦膜炎等)，此類疾病常造成不可逆的後遺症。研究顯示，未接種卡介苗的幼童罹患結核性腦膜炎的風險是有接種者的47倍(我國未接種卡介苗之幼童結核性腦膜炎發生率約為百萬分之152.5例)。而接種卡介苗可能會有一定比例不同程度的不良反應，依卡介苗不良反應主動監測結果顯示，卡介苗骨髓炎(較嚴重的不良反應)的發生率約百萬分之50例，且預後情形較結核性腦膜炎為佳。「卡介苗接種敬告家長書」中已提供前述資訊，家屬可依嬰幼兒之最大健康利益選擇接種與否。<br/><br/><br/><br/><br/><br/>最後更新日期2019/2/21<br/><br/>,O
延後卡介苗接種時間就一定不會產生卡介苗骨髓炎嗎?,<br/>目前無法完全確認卡介苗骨髓炎是否與接種時間有關，但就我國卡介苗不良反應主動監測結果顯示，卡介苗骨髓炎個案接種時的月齡較小，因此規劃透過延後卡介苗適合接種年齡，減少卡介苗骨髓炎案例。<br/><br/><br/><br/><br/><br/>最後更新日期2019/2/21<br/><br/>,O
延後卡介苗接種時間以後，和接種其他疫苗間隔為何? ,<br/>卡介苗為活性減毒疫苗，與其他疫苗接種的間隔在「各項預防接種間隔時間一覽表」(表一)已有相關規範。<br/><br/><br/><br/>附件<br/><br/>各項預防接種間隔時間一覽表(含活性減毒與活性減毒疫苗接種間隔).pdf<br/><br/><br/><br/><br/><br/><br/><br/>最後更新日期2019/4/15<br/><br/>,O
延後卡介苗適合接種年齡後，接種卡介苗要不要另外付費? ,<br/>目前卡介苗屬於公費疫苗，大部分的嬰幼兒符合公費接種條件(請參見”幼兒公費常規疫苗接種適用對象參照表”，本署全球資訊網：首頁/預防接種/衛生專業人員工作指引/接種實務/接種實務)，因此延後卡介苗適合接種年齡，並不會讓符合公費接種條件的嬰幼兒額外負擔疫苗費用。但每位嬰幼兒的常規疫苗接種時間不盡相同，因此接種卡介苗的時間如果無法搭配其他常規疫苗，則家屬需要額外再到健兒門診1趟，可能就會增加看門診的掛號費(掛號費屬於醫療院所的行政費用)和部分負擔(不同層級醫療院所部分負擔不同)。<br/> <br/> <br/> <br/><br/><br/><br/><br/><br/>最後更新日期2019/4/15<br/><br/>,O
延後卡介苗適合接種年齡後，接種卡介苗需要額外攜帶什麼證件? ,<br/>無須額外攜帶證件，只要按照原本的方式攜帶嬰幼兒的健保卡及兒童健康手冊即可。<br/><br/><br/><br/><br/><br/>最後更新日期2019/2/21<br/><br/>,O
(民眾版)為何109年8月17日至8月31日全國醫療院所暫時停止卡介苗接種服務?,<br/>因應我國卡介苗疫苗轉換廠牌，為確保醫療院所提供較佳之接種服務，故於109年8月17日至8月31日全國均暫停卡介苗接種服務，以利接種單位完成疫苗配置作業，並加強接種人員訓練，以提供寶寶更專業之施打服務。<br/><br/><br/><br/><br/>最後更新日期2020/7/2<br/><br/>,O
(民眾版)為何將日本製卡介苗轉換為國產卡之卡介苗?,<br/>過去因國產卡介苗製程不及供應接種需求，為減少因疫苗短缺影響幼童健康權益，故於評估後採用日本製皮內注射型卡介苗，作為國產卡介苗短缺之替代方案。目前國產卡介苗已可穩定供貨，故自109年9月1日起，全面改提供國產卡介苗進行疫苗接種服務。<br/><br/><br/><br/><br/>最後更新日期2020/7/2<br/><br/>,O
(民眾版)國內卡介苗廠牌轉換後，其接種方式、保護效果及不良反應之風險，是否有所不同?,<br/>國產卡介苗接種方式、接種後之保護效果與不良反應之風險，均與日本製卡介苗相同。在轉換國產卡介苗後，亦持續進行疫苗接種不良反應主動監測作業。如寶寶因接種卡介苗後產生不良反應時，接種單位亦會依照疫苗不良反應處理原則，提供相關服務。<br/><br/><br/><br/><br/>最後更新日期2020/7/2<br/><br/>,O
(民眾版)如果我已於109年8月17日至8月31日期間，預約寶寶回診接種卡介苗，該如何處理呢?,<br/>卡介苗建議接種時程為出生滿5至8個月，因此，建議您可與院所聯繫，將接種時程延後至9月1日後再前往院所進行接種。如您欲前往結核病高發生地區(或出國需求)，因卡介苗原於出生後滿24小時即可進行接種，故建議您可提前於8月17日前，攜帶寶寶前往院所，向醫師說明欲提早接種之原因，經由醫師進行卡介苗接種前評估，如無接種禁忌，亦可提前完成接種作業。<br/><br/><br/><br/><br/>最後更新日期2020/7/2<br/><br/>,O
(民眾版)家長因經商關係需經常性帶著初生嬰幼兒往返中國、越南及東南亞等地區，這些國家多為出生24小時以後及早接種，那麼該如何為嬰幼兒選擇接種時間?,<br/>東亞及東南亞地區除了日本及新加坡以外，其他國家的結核病發生率均高於我國，且這些國家的卡介苗接種時間多為出生24小時後及早接種。因此，為維護嬰幼兒健康並符合經常性停留國家之卡介苗政策，此類幼童若無接種卡介苗之禁忌症(例如：免疫機能不全等)，家屬可考慮及時接種卡介苗，提供寶寶足夠的抵抗力。<br/><br/><br/><br/><br/>最後更新日期2020/7/2<br/><br/>,O
(接種人員版)何時將卡介苗轉換為國產(疾病管制署委託國家衛生研究院製作)疫苗?,<br/>自109年9月1日起，全面改提供國產卡介苗進行疫苗接種服務。<br/><br/><br/><br/><br/>最後更新日期2020/7/2<br/><br/>,O
(接種人員版)國產卡介苗和過去提供之日本製皮內注射型卡介苗主要差異為何?,<br/>國產卡介苗與日本製卡介苗最重要之差異有三項，說明如下：<br/>1.單次接種劑量不同：日本製卡介苗依年齡層分為未滿1歲嬰兒之接種劑量0.05mL懸浮液/次；1歲(含)以上接種劑量為0.1mL懸浮液/次。而國產卡介苗不分年齡層，接種劑量均為0.1mL懸浮液/次。<br/>2.卡介苗稀釋液抽取量不同：日本製卡介苗配有專用稀釋液，抽完瓶內1毫升(mL)稀釋液，全部注入卡介苗安瓿內搖勻。而國產卡介苗配有之專用稀釋液(20mL)，僅需以空針抽取3毫升(mL)稀釋液，分二次注入卡介苗安瓿內搖勻稀釋，剩餘稀釋丟棄不用。<br/>3.稀釋後懸浮液儲存時限：日本製卡介苗稀釋後超過6小時未用完，需丟棄；國產卡介苗稀釋後2小時未用完，需丟棄。<br/>因此，接種之接種人員請特別注意前述三項重點，以避免接種錯誤。<br/>所有差異處詳見附表1，詳細內容請參閱國產卡介苗仿單。<br/><br/><br/>附件<br/><br/>國產皮內注射型卡介苗與日本製皮內注射型卡介苗相異比較表.pdf<br/><br/><br/><br/><br/><br/><br/><br/>最後更新日期2020/7/7<br/><br/>,O
(接種人員版)為何109年8月17日至8月31日全國醫療院所暫時停止卡介苗接種服務?,<br/>有鑑於國產卡介苗與日本製卡介苗，二者稀釋方式及施打劑量有所不同，為避免轉換期間新舊疫苗併存時，發生接種誤失，故109年8月17日至8月31日全國均暫停卡介苗接種服務，以利接種單位加強接種人員教育訓練，並確實完成疫苗轉換之各項前置準備作業。<br/><br/><br/><br/><br/>最後更新日期2020/7/2<br/><br/>,O
(接種人員版)回收日本製卡介苗之作業程序，有哪些注意事項呢?,<br/>請卡介苗接種醫療單位將庫存之日本製卡介苗，依冷運冷藏規範之方式，繳回轄區衛生局疫苗管理人員，並於全國性預防接種資訊管理系統(NIIS)，將庫存繳回數量撥出至轄區衛生局。<br/><br/><br/><br/><br/>最後更新日期2020/7/2<br/><br/>,O
(接種人員版)如果已預約寶寶於暫停接種期間回診接種卡介苗，該如何處理?,<br/>請卡介苗接種單位，於109年7月1日前，運用海報、網站或電話語音等各類管道，公告/周知民眾於109年8月17日至8月31日暫停卡介苗接種服務，並確認掛號櫃台或疫苗注射室等預約人員已知卡介苗暫停接種期間，以避免民眾於暫停接種期間前往醫院。<br/>針對先前已完成卡介苗接種預約者，請透過電話方式，通知已預約之民眾。因卡介苗原於出生後24小時即可進行接種，故有至高風險地區者之嬰幼兒，建議提前於8月17日前進行接種，預約時間需有彈性。對於尚未預約施打卡介苗之嬰幼兒，則應避開暫停接種時間，將預約接種日期延後或提前。<br/><br/><br/><br/><br/>最後更新日期2020/7/2<br/><br/>,O
(接種人員版)暫停接種卡介苗疫苗期間，如民眾反映急需完成卡介苗疫苗接種，該如何處理?,<br/>卡介苗建議接種時程原則為出生滿5至8個月後接種，因此，可與民眾說明請其延後至9月1日再前往院所進行接種即可。因卡介苗原於出生後滿24小時即可進行接種，故有至高風險地區者之嬰幼兒，建議提前於8月17日前進行接種，預約時間需有彈性，提前攜帶寶寶前往院所時，請家屬向醫師說明欲提早接種之原因，經由醫師進行卡介苗接種前評估，如無接種禁忌，亦可提前完成接種作業。<br/><br/><br/><br/><br/>最後更新日期2020/7/2<br/><br/>,O
(接種人員版)當新生兒/嬰兒有結核病暴露史，若尚未接種卡介苗該何時接種?,"<br/><br/>	有結核病暴露史者，應優先進行接觸者檢查及使用結核菌素皮膚測驗(TST)進行潛伏結核感染評估。<br/>	新生兒（出生１個月內）之接觸者檢查結果若排除結核病者，應於完成潛伏結核染治療後，進行結核菌素皮膚測驗(TST)，如TST檢查結果為陰性(<5mm)時，請即早接種卡介苗。<br/>	出生１個月以上之嬰兒之接觸者檢查結果，若排除結核病且TST結果為陰性(<5mm)者，請即早接種卡介苗。若排除結核病但TST結果為陽性(>5mm)者，則無須接種卡介苗，惟仍需經醫師評估是否需進行潛伏結核感染治療。<br/><br/><br/><br/><br/>附件<br/><br/>流程圖.pdf<br/><br/><br/><br/><br/><br/><br/><br/>最後更新日期2020/8/13<br/><br/>",O
(接種人員版)目前國產卡介苗所配賦之稀釋液（信東生理食鹽水），如有毀損或染污時該如何處理?,<br/>由於日本製卡介苗與原廠稀釋液為1對1之套裝組合，若損壞其中1個，即為損壞1套，則須依疾病管制署制訂之「公費疫苗毀損賠償等級」規範，評估是否需進行疫苗賠償事宜。而國產卡介苗配發之稀釋液為信東生理食鹽水，係經卡介苗製成之原廠重新檢驗符合相關規範，故請妥善使用原廠配賦之稀釋液。如不慎毀損或染污時，建議購買相同廠牌之生理食鹽水作為稀釋液使用。<br/><br/><br/><br/><br/>最後更新日期2020/7/2<br/><br/>,O
(接種人員版)國產卡介苗稀釋後之效期僅2小時，該注意哪些事項?,<br/>由於國產卡介苗稀釋後之效期為2小時，又該疫苗一瓶可接種人數為30人次，建議可檢視現行嬰幼兒於門診接受醫師評估，及後續卡介苗接種時段等作業流程進行調整，儘可能將接種者集中安排於稀釋後2小時內完成接種，如超過稀釋安全時限，仍應遵守仿單建議執行。<br/><br/><br/><br/><br/>最後更新日期2020/7/2<br/><br/>,O
(接種人員版)進行國產卡介苗稀釋準備作業時，如發現異常該如何處理?,<br/>如接種人員於執行國產卡介苗稀釋前置準備過程，發現疑似疫苗異常，請依下述方式執行：<br/>1.   未開封疫苗或稀釋液若發現有異常時<br/>(1)   照相並記錄相關資訊。<br/>(2)   立即加以標示並放回冰箱保存。<br/>(3)   通知所屬衛生局公費疫苗負責人員，協助向疾病管制署進行通報。<br/>(4)   等候相關單位通知後續處置作為。<br/>2.   已開封疫苗或稀釋液若發現異常時<br/>(1)   照相並記錄相關資訊。<br/>(2)   先以滅菌膠紙（或OPsite防水固定膜）包覆安瓿裂口。<br/>(3)   再使用膠帶於管口處多層纏繞。<br/>(4)   放入夾鏈袋，將空氣排出後封好袋口。<br/>(5)   將安瓿直立放置架上固定，避免傾倒，並保存於冰箱。<br/>(6)   通知所屬衛生局公費疫苗負責人員，協助向疾病管制署進行通報，視個案情形處理。<br/><br/><br/><br/><br/>最後更新日期2020/7/2<br/><br/>,O
(接種人員版)如發生接種疫苗時發生疫苗種類/劑量錯誤、稀釋液使用錯誤、重複接種等接種異常事件，該如何處理?,,X
(接種人員版)何處可以獲得有關卡介苗之相關訊息?,<br/>有關卡介苗相關資訊，您可前往疾病管制署網站以下網頁進行查閱<br/>1.   首頁/預防接種/疫苗資訊/疫苗區Q&A/卡介苗Q&A/109年轉換國產卡介苗作業問答集<br/>2.   首頁/預防接種/疫苗簡介/公費疫苗/卡介苗(BacillusCalmette-Guérinvaccine,O
什麼是牛結核病(Bovine tuberculosis)？,<br/>牛結核病是由牛結核菌(Mycobacteriumbovis)引起，常見動物宿主包括牛、羊、鹿及非人靈長類等，與結核分枝桿菌(M.tuberculosis)同為引起人類結核病的病原菌之一。牛結核菌引起之結核病，可能影響肺部、淋巴結等其他部位，但並非所有感染牛結核菌的人都會發病，感染但未發病的人稱為潛伏結核感染（latenttuberculosisinfection,O
牛結核病的傳染途徑？,<br/>人類常因食入受污染或未經殺菌的乳製品或肉類而感染，或經由吸入飛沫、直接傷口接觸傳播病原菌而感染；人與人之間傳播情形極少，僅為偶發案例。<br/><br/><br/><br/><br/>最後更新日期2021/5/14<br/><br/>,O
感染牛結核菌發病的常見症狀？,<br/>人類感染牛結核菌後若發展為結核病，其臨床症狀與感染結核分枝桿菌發病相似，可能出現發燒、體重減輕及夜間盜汗等症狀，其他症狀因病灶部位而異，例如：若食用未經巴斯德殺菌法處理的乳製品而感染發病，常以腸炎來表現；如果發生在肺部，可能有咳嗽等症狀。<br/><br/><br/><br/><br/>最後更新日期2021/5/14<br/><br/>,O
如何診斷牛結核菌感染及牛結核病？,<br/>檢測感染的工具包括：皮膚結核菌素測驗(Tuberculinskintest)或丙型干擾素釋放試驗(Interferon-gammareleaseassay)，但無法區分為結核分枝桿菌或牛結核菌感染，一旦感染者發病，需進行胸部X光、驗痰等檢查，並透過培養和後續菌種分子生物鑑定才能確認是否為牛結核菌感染。<br/><br/><br/><br/><br/>最後更新日期2021/5/14<br/><br/>,O
感染牛結核菌後發病需要治療多久？,<br/>牛結核病的治療與一般結核病相似，但由於牛結核菌對於抗結核菌藥物Pyrazinamide(PZA)有抗藥性，可能影響原本治療處方的效果，因此，治療期程需延長至9個月。如果長時間接觸感染牛結核菌的動物宿主者，出現疑似結核病症狀或被通報為結核病時，應將相關動物接觸史告訴醫護人員，以利醫師及早送驗分子快篩，提早診斷及判斷是否有抗藥性存在，並採取適當的治療措施。<br/><br/><br/><br/><br/>最後更新日期2021/5/14<br/><br/>,O
如何降低牛結核菌感染的可能性？,<br/>避免直接飲用未經巴斯德消毒，自製的乳製品(牛、羊、鹿等乳品)、肉類等，以降低暴露病原菌的風險；長時間暴露於可能感染牛結核菌的動物者有較高感染風險，例如：畜牧從業人員、屠宰場工作人員等，應配戴適當的呼吸防護用具(請參考空氣傳染防護措施)。<br/><br/><br/><br/><br/>最後更新日期2021/5/14<br/><br/>,O
什麼人容易罹患牛結核病？,<br/>職業為畜牧場人員、曾與牛結核病個案接觸過的人、曾經累積3個月以上牛、鹿、羊等偶蹄溫血動物之接觸史者，若出現疑似結核病症狀如咳嗽超過2週、發燒、體重減輕及夜間盜汗等時，應將相關接觸史告知醫師，以利醫師及早送驗分子快篩，提早診斷，並採取適當的治療。<br/><br/><br/><br/><br/>最後更新日期2021/5/14<br/><br/>,O
為何建議動物感染牛結核菌的畜牧場工作人員做胸部X光檢查？,<br/>胸部X光檢查是最基本的影像學檢查，可瞭解是否有肺部病灶，並評估人與人之間傳播的可能性。<br/><br/><br/><br/><br/>最後更新日期2021/5/14<br/><br/>,O
感染牛結核病高風險對象的衛生單位後續追蹤流程,<br/>一旦畜牧場或屠宰場發現牛結核動物，農委會防檢局將通知疾管署，並轉由衛生局提供該畜牧場或屠宰場接觸人員相關衛教，建議其接受胸部X光檢查，並進行後續監測。當有接觸史人員通報結核病時，衛生局即能掌握個案，並即時送驗痰液，進行分子快速抗藥性測試，以利臨床醫師及早診斷，給予適當治療處方；如細菌學檢查結果為結核菌群時，亦將協助進行菌株鑑定，確認是否為感染牛結核菌。因此，請配合衛生單位進行相關檢查，以利及早診斷與治療。<br/><br/><br/><br/><br/>最後更新日期2021/5/14<br/><br/>,O
什麼是「衛生福利部愛滋病防治及感染者權益保障會」?,<br/>係依據「人類免疫缺乏病毒傳染防治及感染者權益保障條例」第5條規定設置。召集人由衛生福利部部長兼任，委員組成包含：各相關專業領域學者專家、感染者權益促進團體及民間機構代表，以及內政部、外交部、國防部、教育部、法務部、經濟部、交通部、勞動部、行政院大陸委員會、行政院農業委員會、原住民族委員會等相關部會。保障會下設四個工作小組「政策組」、「權益保障組」、「衛生教育組」及「臨床檢驗組」。<br/><br/><br/><br/><br/>最後更新日期2019/8/13<br/><br/>,O
「人類免疫缺乏病毒傳染防治及感染者權益保障條例」之修正歷程為何？,<br/>「後天免疫缺乏症候群防治條例」自1990年12月17日公布施行，其後歷經8次修正，且於2007年修正名稱為「人類免疫缺乏病毒傳染防治及感染者權益保障條例」。<br/><br/><br/><br/><br/>最後更新日期2021/3/6<br/><br/>,O
愛滋感染者就醫時未告知其已感染愛滋病毒時，哪些狀況可以免除罰則?,<br/>2016年愛滋條例修法後，已免除當感染者因傷勢處於昏迷、意識不清或身處隱私未受保障之環境而未能告知病情時之罰則。<br/><br/><br/><br/><br/>最後更新日期2021/3/6<br/><br/>,O
請問愛滋感染者可以捐贈器官給感染者嗎？,<br/>2016年已鬆綁愛滋感染者互捐器官規定，從原本完全禁止愛滋感染者捐贈器官，調整成允許符合一定臨床條件且健康狀況穩定之愛滋感染者得捐贈器官予其他愛滋感染者使用。<br/><br/><br/><br/><br/>最後更新日期2021/3/6<br/><br/>,O
開放陽性器官捐贈後，愛滋感染者只能等候愛滋感染者的器官嗎？,<br/>只要符合登記等候屍體器官捐贈條件的感染者，都可以跟所有人一同排隊等候器官。但一旦出現愛滋感染者捐贈器官時，則只限使用於愛滋感染者。<br/><br/><br/><br/><br/>最後更新日期2019/8/13<br/><br/>,O
107年修法以後，所有的愛滋感染者都可以捐贈器官嗎？,"<br/>需要是已通報、穩定就醫且健康狀況良好的愛滋感染者才可以捐贈器官給愛滋感染者。條件如下：<br/><br/>	已列為疾管署通報個案。<br/>	遵循醫囑並穩定接受雞尾酒療法(HAART)，且最近6個月內病毒量<50copies/mL。<br/>	無未受控制、潛在致命的伺機性感染或腫瘤。<br/>	日後仍有抗逆轉錄病毒之治療選擇。<br/><br/><br/><br/><br/><br/><br/>最後更新日期2019/8/13<br/><br/>",O
